Id;SectionId;PartId;PartNumber;PageNumber;StartPageNumber;Additional_Info;Quantity;Remarks
415;14;505;60-2118;41;40;5/8 in. x 3/8 in. x 107 links;1;
416;9;507;60-2138;31;30;;1;Not illus.
417;30;508;60-2184;79;78;;1;
418;15;509;60-2252;43;42;breather pipe, front and rear;2;
419;24;511;60-2320;67;66;;1;
420;24;512;60-2321;67;66;;2;
421;17;512;60-2321;47;46;;8;Motor to motor plates
422;25;512;60-2321;69;68;;2;
423;27;513;60-2329;73;72;;5;No. plate brackets and support plate to fender
424;26;513;60-2329;71;70;;2;Fender top fixing
425;26;513;60-2329;71;70;;2;Bridge to fender
426;26;513;60-2329;71;70;;2;Grab rail to fender
427;33;513;60-2329;85;84;;1;Battery carrier mounting
428;26;513;60-2329;71;70;;4;Number plate attachment
429;15;514;60-2330;43;42;;4;Sump plate to frame
430;26;514;60-2330;71;70;;2;Fender front fixing
431;17;514;60-2330;47;46;;9;Rear motor plates to frame
432;2;514;60-2330;11;10;;10;
433;23;514;60-2330;63;62;;2;
434;23;514;60-2330;63;62;rear;1;
435;19;515;60-2331;51;50;;1;
436;23;515;60-2331;63;62;for nut;2;
437;16;515;60-2331;45;44;damper,top;2;
438;16;515;60-2331;45;44;;2;
439;5;515;60-2331;19;18;Torque stay;2;
440;6;515;60-2331;23;22;Torque stay;2;
441;16;516;60-2332;45;44;torque stay to swinging arm;1;
442;17;516;60-2332;47;46;;1;Motor to frame centre bottom
443;17;516;60-2332;47;46;;1;Motor fixing front
444;33;516;60-2332;87;84;;6;Flasher lamp stanchion
445;17;517;60-2333;47;46;;2;
446;32;518;60-2347;83;82;;4;Horn attachment
447;16;518;60-2347;45;44;front chainguard fixing;1;
448;3;519;60-2363;15;14;;2;
449;12;520;60-2364;37;36;1/4 in. diam.;1;
450;12;522;60-2368;37;36;3/8 in. diam.;3;
451;24;524;60-2381;67;66;self tapping;1;
452;32;526;60-2391;83;82;;4;Condenser attachment
453;32;526;60-2391;83;82;;1;Flasher unit attach.
454;32;526;60-2391;83;82;;2;Bracket to frame
455;31;526;60-2391;81;80;;4;For speedo and Tacho mounting (not illustrated)
456;18;527;60-2416;49;48;;2;
457;32;527;60-2416;83;82;;2;
458;32;527;60-2416;83;82;;2;Reflector Mounting
459;24;528;60-2417;67;66;;4;Hinge Attachment
460;17;530;60-2419;47;46;;1;Bracket to frame
461;26;532;60-2427;71;70;;2;
462;21;532;60-2427;57;56;;2;Bracket to fork leg and bridge piece
463;23;532;60-2427;65;62;;1;
464;23;532;60-2427;65;62;for bolt;1;
465;26;533;60-2428;71;70;;2;
466;19;533;60-2428;51;50;;8;
467;24;533;60-2428;67;66;;2;
468;2;533;60-2428;11;10;;2;
469;25;534;60-2438;69;68;;2;All models - Cover to body
470;24;536;60-2569;67;66;;2;
471;30;537;60-2599;79;78;;0;Available- Not Illustrated
472;31;539;60-2600;81;80;;1;
473;14;540;60-2640;41;40;;1;
474;12;541;60-2701;37;36;;0;Reference only
475;24;543;60-2720;67;66;;0;Reference only
476;32;545;60-3161;83;82;;2;Horn attachment
477;22;547;60-3213;61;60;;1;
478;31;548;60-3355;81;80;;1;
479;3;548;60-3355;15;14;release valve to crankcase;1;
480;15;549;60-3361;43;42;;1;Not illustrated
481;11;550;60-3494;35;34;;1;
482;11;551;60-3500;35;34;cover plate;1;
483;11;551;60-3500;35;34;high gear;1;
484;11;552;60-3511;35;34;;2;
485;11;553;60-3512;35;34;gearbox sprocket;1;
486;25;555;60-3539;69;68;;2;All models - left assy to right assy
487;5;557;60-3548;19;18;;2;
488;6;557;60-3548;23;22;;2;
489;11;558;60-3552;35;34;;1;Hoffman LS8 2 SPOT
490;28;560;60-3567;75;74;;1;
491;28;561;60-3585;75;74;;1;
492;28;562;60-3586;75;74;;1;
493;32;563;60-3614;83;82;;1;Flasher unit attach.
494;15;565;60-3616;43;42;;1;
495;9;566;60-3719;31;30;;1;
496;27;567;60-3748;73;72;;1;Not illus.
497;1;569;60-3761;9;8;;4;
498;32;570;60-3891;83;82;suppressed (FRANCE);2;MERIT-WORKE
499;28;572;60-3896;75;74;;2;
500;29;573;60-3925;77;76;;1;HIGH BAR
501;16;575;60-3957;45;44;;2;Girling 64052564
502;5;577;60-3963;21;18;;12;
503;6;577;60-3963;25;22;;12;
504;25;578;60-3975;69;68;;1;TR7RV
505;23;580;60-4101;63;62;;1;
506;21;580;60-4101;57;56;;1;
507;21;581;60-4102;57;56;;1;
508;27;583;60-4103;73;72;flasher wire;1;Not illus.
509;14;585;60-4125;41;40;3/8 in. Triplex x 84 links;1;
510;29;587;60-4126;77;76;;1;T140V - UNIVERSAL
511;29;589;60-4127;77;76;lever to junction box;1;T140V - UNIVERSAL
512;29;591;60-4128;77;76;junction box to carburetor;2;T140V - UNIVERSAL
513;25;593;60-4150;69;68;;2;
514;25;594;60-4152;69;68;;2;
515;25;595;60-4153;69;68;;2;
516;25;596;60-4154;69;68;;2;Name plate attachment
517;1;600;60-4167;9;8;right (RHP5/6306);1;
518;29;602;60-4168;77;76;;1;LOW BAR
519;21;604;60-4175;57;56;bottom yoke/fork leg;1;
520;21;606;60-4176;57;56;master cylinder/top yoke;1;For high handlebar
521;21;607;60-4178;57;56;fork leg/caliper;1;
522;21;608;60-4179;57;56;top yoke/bottom yoke;1;
523;23;609;60-4180;63;62;hose to bracket;1;
524;21;609;60-4180;57;56;;3;
525;21;610;60-4182;57;56;;1;
526;23;610;60-4182;65;62;;1;
527;21;611;60-4183;57;56;;1;
528;21;612;60-4184;57;56;;1;
529;21;613;60-4186;57;56;;1;
530;29;614;60-4194;77;76;;1;TR7RV - UNIVERSAL
531;21;616;60-4206;57;56;;1;
532;28;616;60-4206;75;74;;1;
533;26;617;60-4245;71;70;;5;
534;16;618;60-4246;45;44;;1;
535;2;618;60-4246;11;10;;2;
536;14;619;60-4247;41;40;;3;
537;18;619;60-4247;49;48;;2;Exhaust pipes to mufflers
538;12;619;60-4247;37;36;;2;
539;4;620;60-4248;17;16;Manifold to head;4;TR7RV
540;18;620;60-4248;49;48;;4;Muffler to hanger
541;5;620;60-4248;19;18;;4;
542;6;620;60-4248;23;22;;4;
543;27;621;60-4250;73;72;;1;Tail lamp support to fender
544;2;621;60-4250;13;10;;1;
545;17;622;60-4251;47;46;;1;Motor to frame centre bottom
546;13;624;60-4253;39;38;;1;
547;29;625;60-4254;77;76;;13;
548;9;626;60-4255;31;30;;3;
549;29;627;60-4258;77;76;;2;
550;4;628;60-4260;17;16;;1;
551;25;630;60-4265;69;68;;2;All models
552;23;632;60-4266;63;62;bleed nipple;1;GIRLING PART
553;21;633;60-4328;57;56;;1;
554;23;633;60-4328;65;62;paper;1;
555;21;634;60-4365;57;56;;1;
556;23;634;60-4365;65;62;;1;
557;21;635;60-4366;57;56;;1;
558;23;635;60-4366;65;62;;1;
559;23;636;60-4374;65;62;;1;
560;25;637;60-4384;69;68;;2;TR7RV
561;25;639;60-4385;69;68;;2;T140V
562;23;641;60-4397;63;62;reservoir;1;
563;23;643;60-4398;65;62;;1;
564;23;644;60-4399;65;62;;1;
565;23;645;60-4401;63;62;;1;
566;23;646;60-4409;63;62;reservoir to master cylinder;1;
567;15;647;60-4428;43;42;oil return pipe;1;
568;15;649;60-4429;43;42;oil feed pipe;1;
569;27;651;60-4440;73;72;flasher wires;2;Not illus.
570;24;653;60-4511;67;66;;1;
571;24;654;60-4512;67;66;;1;
572;21;655;60-4619;57;56;master cylinder/top yoke;1;For low handlebar
573;29;657;60-7001;77;76;twist grip to junction block;1;T140V - HIGH BAR
574;29;659;60-7002;77;76;;1;T140V - HIGH BAR
575;33;661;60-7003;87;84;ignition switch;1;Not illustrated
576;33;663;60-7004;87;84;warning lights;1;Not illustrated
577;33;665;60-7005;87;84;light switch;1;Not illustrated
578;23;667;60-7007;63;62;hose to caliper;1;
579;31;669;60-7010;81;80;;1;
580;31;670;60-7011;81;80;;1;
581;31;671;60-7012;81;80;;1;
582;31;672;60-7013;81;80;;1;
583;28;673;60-7014;75;74;;1;T140V
584;23;675;60-7016;65;62;;1;
585;32;676;60-7018;83;82;;2;
586;30;677;60-7019;79;78;;1;
587;30;678;60-7020;79;78;for rear wheel and box spanner;1;
588;28;680;60-7021;75;74;;1;
589;28;681;60-7022;75;74;;1;
590;28;683;60-7023;75;74;;1;
591;28;684;60-7024;75;74;;1;
592;28;685;60-7025;75;74;"handlebar clamp 5/8"" x 1BA";2;
593;28;687;60-7026;75;74;;1;
594;31;688;60-7027;81;80;KPH;1;
595;23;689;60-7028;63;62;master cylinder to pipe;1;
596;23;691;60-7030;63;62;hose;2;
597;2;699;70-0375;11;10;;1;
598;1;700;70-0400;9;8;;1;
599;3;701;70-0403;15;14;;2;
600;5;702;70-0470;21;18;;4;
601;6;702;70-0470;25;22;;4;
602;11;703;70-0489;35;34;;1;
603;3;704;70-0495;15;14;;1;
604;5;705;70-1330;21;18;;2;
605;6;705;70-1330;25;22;;2;
606;15;706;70-1335;43;42;;1;
607;15;706;70-1335;43;42;;4;
608;5;707;70-1457;21;18;;2;
609;6;707;70-1457;25;22;;2;
610;5;708;70-1458;21;18;;2;
611;6;708;70-1458;25;22;;2;
612;5;709;70-1513;21;18;;4;
613;6;709;70-1513;25;22;;4;
614;2;710;70-1532;11;10;tappet oil feed;2;
615;5;712;70-1543;19;18;;4;
616;6;712;70-1543;23;22;;4;
617;1;713;70-1558;9;8;;2;
618;5;714;70-1574;21;18;;4;
619;6;714;70-1574;25;22;;4;
620;5;715;70-1575;21;18;;6;
621;6;715;70-1575;25;22;;6;
622;1;716;70-1580;9;8;;1;
623;12;717;70-1612;37;36;;4;
624;27;717;70-1612;73;72;;1;
625;28;717;70-1612;75;74;;2;
626;23;718;70-2288;63;62;hose to bracket;1;
627;21;718;70-2288;57;56;;3;
628;3;719;70-2360;15;14;;2;
629;4;720;70-2441;17;16;;2;
630;2;720;70-2441;11;10;;1;
631;1;721;70-2879;9;8;left (RM11L. );1;
632;5;723;70-2904;19;18;;2;
633;6;723;70-2904;23;22;;2;
634;5;724;70-3135;21;18;;2;
635;6;724;70-3135;25;22;;2;
636;1;725;70-3300;9;8;;1;
637;5;726;70-3302;19;18;;6;
638;6;726;70-3302;23;22;;6;
639;5;727;70-3446;19;18;;4;
640;6;727;70-3446;23;22;;4;
641;15;727;70-3446;43;42;;1;Junction block to crankcase
642;1;728;70-3586;9;8;.020 in. undersizes);4;
643;18;729;70-3768;49;48;;4;Exhaust pipes to mufflers
645;11;732;70-3789;35;34;;1;
646;14;733;70-3821;41;40;;6;
647;3;734;70-3887;15;14;;2;
648;1;735;70-3902;9;8;crankshaft oilway;1;
649;1;737;70-3903;9;8;;1;
650;1;738;70-3975;9;8;;1;
651;9;739;70-4016;31;30;;1;
652;14;740;70-4144;41;40;;1;
653;32;740;70-4144;83;82;;2;Not illustrated
654;14;741;70-4152;41;40;;1;
655;5;742;70-4221;19;18;;4;
656;6;742;70-4221;23;22;;4;
657;2;743;70-4538;11;10;;0;Reference only
658;1;745;70-4564;9;8;;1;
659;9;746;70-4568;31;30;;2;
660;9;747;70-4569;31;30;;1;
661;5;748;70-4603;19;18;;2;
662;6;748;70-4603;23;22;;2;
663;2;749;70-4705;13;10;;1;
664;9;750;70-4707;31;30;;1;
665;5;751;70-4752;19;18;;2;
666;6;751;70-4752;23;22;;2;
667;14;752;70-5085;41;40;;1;
668;14;753;70-5087;41;40;;1;
669;2;754;70-5088;11;10;;1;
670;14;754;70-5088;41;40;;1;(also listed with crankcase group)
671;31;755;70-5155;81;80;;1;Reference only, not supplied separately. (Part of 70-9332)
672;31;757;70-5156;81;80;;1;Reference only, not supplied separately. (Part of 70-9332)
673;31;759;70-5157;81;80;;1;
674;4;760;70-5660;17;16;;2;TR7RV
675;18;762;70-5874;49;48;;2;Exhaust pipes to mufflers
676;1;764;70-6159;9;8;;1;
677;5;765;70-6309;19;18;;1;
678;6;765;70-6309;23;22;;1;
679;2;766;70-6386;11;10;;0;Reference only
680;9;768;70-6387;31;30;;0;For reground crankshaft
681;1;770;70-6523;9;8;;1;
682;9;771;70-6559;31;30;;2;
683;2;771;70-6559;13;10;outlet stub screw;2;
684;3;772;70-6596;15;14;;0;Reference only
685;3;774;70-6681;15;14;;1;
686;15;775;70-6848;43;42;rocker feed pipe;2;
687;15;775;70-6848;43;42;return pipe;1;
688;18;776;70-6857;49;48;;2;
689;5;777;70-7310;19;18;bottom (Cover tubes);2;
690;6;777;70-7310;23;22;bottom  (Cover tubes);2;
691;31;778;70-7351;81;80;;1;
692;24;778;70-7351;67;66;;2;
693;9;779;70-7354;31;30;;2;
694;2;779;70-7354;13;10;;2;
695;5;780;70-7400;19;18;;4;
696;6;780;70-7400;23;22;;4;
697;14;781;70-7431;41;40;drain plug;1;
698;2;781;70-7431;11;10;;1;
699;18;782;70-7512;49;48;;2;Exhaust pipes to coupling pipe
700;32;784;70-7554;83;82;;1;Coil and tool tray attachment, rear.
701;4;786;70-7563;17;16;;2;
702;21;787;70-7573;57;56;;1;
703;2;787;70-7573;11;10;;1;
704;3;788;70-7590;15;14;;0;Reference only
705;3;790;70-7591;15;14;;0;Reference only
706;9;792;70-7680;31;30;;2;
707;1;793;70-8038;9;8;Engine sprocket;0;Not illustrated
708;9;795;70-8163;31;30;;1;
709;9;796;70-8737;31;30;;1;
710;2;797;70-8751;11;10;cylinder base;2;
711;3;799;70-8752;15;14;;0;Reference only
712;3;801;70-8754;15;14;cap to body;1;
713;20;803;70-8770;55;54;V Disc to hub;4;
714;22;803;70-8770;61;60;"disc/sprocket nut (.390""-.625""-.064"")";8;
715;2;804;70-8782;11;10;;1;
716;2;804;70-8782;11;10;;2;
717;12;804;70-8782;37;36;;1;
718;4;806;70-8801;17;16;;2;
719;9;807;70-9246;31;30;;1;
720;3;808;70-9269;15;14;;1;
721;2;809;70-9330;11;10;;1;
722;31;810;70-9332;81;80;;1;
723;2;811;70-9336;11;10;;1;
724;4;812;70-9352;17;16;;1;
725;4;813;70-9353;17;16;;1;
726;14;814;70-9360;41;40;;1;
728;4;816;70-9554;17;16;Carb. to manifold;2;TR7RV
729;4;816;70-9554;17;16;Carb. to manifold & head;4;T140V
730;4;817;70-9555;17;16;Carb. to manifold);2;TR7RV
731;4;817;70-9555;17;16;Carb. to manifold & head);4;T140V
732;14;818;70-9703;41;40;;1;
733;7;819;70-9711;27;26;;1;
734;8;819;70-9711;29;28;;1;Each carburettor
735;18;820;70-9888;49;48;;1;
736;1;821;70-9914;9;8;;4;
737;1;822;70-9988;9;8;;1;
738;6;823;71 -1707;23;22;Cover tubes);2;
739;16;825;71 -2501;45;44;grease nipple;2;
740;6;827;71 -2599;23;22;;2;
741;4;828;71 -2813;17;16;Carburetor to manifold and head);4;T140V
742;9;830;71 -2930;31;30;;1;
743;6;831;71 -3294;23;22;;2;
744;5;832;71 -3295;19;18;;2;
745;6;833;71 -3668;23;22;;1;
746;5;834;71 -3669;19;18;;1;
747;6;834;71 -3669;23;22;;1;
748;14;835;71 -3896;41;40;;2;
749;5;837;71-0070;21;18;;4;
750;6;837;71-0070;25;22;;4;
751;1;838;71-0082;9;8;;1;
752;2;839;71-0286;11;10;right hand;2;
753;2;841;71-0287;11;10;left hand;2;
754;1;843;71-1003;9;8;;3;
755;1;844;71-1007;9;8;;1;
756;11;845;71-1070;35;34;gearbox sprocket;1;
757;2;847;71-1072;11;10;;1;
758;2;848;71-1075;11;10;;1;
759;2;849;71-1078;13;10;primary chain oiler;1;
760;5;851;71-1283;19;18;top (Cover tubes);2;
761;6;851;71-1283;23;22;top (Cover tubes);2;
762;2;852;71-1345;13;10;alternator leads external;1;
763;14;854;71-1419;41;40;;1;
764;2;855;71-1460;13;10;;1;
765;9;856;71-1462;31;30;;1;
766;5;857;71-1707;19;18;Cover tubes;2;
767;25;859;71-1860;69;68;;1;TR7RV
768;15;861;71-2349;43;42;;1;
769;5;862;71-2361;21;18;rocker box to head;4;
770;6;862;71-2361;25;22;rocker box to head;4;
771;1;863;71-2425;9;8;;1;
772;18;864;71-2465;49;48;;2;
773;31;865;71-2480;81;80;;1;
774;31;866;71-2481;81;80;;1;
775;31;867;71-2482;81;80;;1;Before Engine No.XN65837
776;26;869;71-2501;71;70;;3;
777;5;870;71-2598;21;18;;4;TR7
778;6;870;71-2598;25;22;;4;T140V
779;5;871;71-2599;19;18;;2;
780;31;872;71-2653;81;80;;1;
781;1;873;71-2660;9;8;Engine sprocket;0;Not illustrated
782;1;875;71-2663;9;8;Engine sprocket;1;Not illustrated
783;1;877;71-2800;9;8;;1;
784;1;878;71-2877;9;8;;1;
785;1;879;71-3006;9;8;;2;
786;2;880;71-3013;11;10;;4;
787;1;881;71-3030;9;8;;1;
788;5;882;71-3294;19;18;;2;
789;6;883;71-3295;23;22;;2;
790;5;884;71-3296;19;18;;4;
791;6;884;71-3296;23;22;;4;
792;1;885;71-3298;9;8;;1;
793;4;886;71-3313;17;16;;2;T140V
794;15;888;71-3316;43;42;;1;
795;5;889;71-3329;19;18;;2;
796;6;889;71-3329;23;22;;2;
797;5;890;71-3330;19;18;;4;
798;6;890;71-3330;23;22;;4;
799;4;891;71-3338;17;16;right hand;0;T140V
800;4;893;71-3339;17;16;left hand;1;T140V
801;1;895;71-3354;9;8;;2;
802;3;896;71-3447;15;14;;1;
803;15;898;71-3463;43;42;;1;
804;1;899;71-3542;9;8;29 teeth Triplex;1;
805;1;901;71-3544;9;8;;1;
806;5;902;71-3549;19;18;;2;
807;6;902;71-3549;23;22;;2;
808;15;903;71-3550;43;42;;1;
809;15;904;71-3551;43;42;;1;
810;1;905;71-3552;9;8;;3;* Use 60-0524 Loctite Sealant
811;5;907;71-3553;19;18;;1;
812;6;907;71-3553;23;22;;1;
813;4;908;71-3556;17;16;;1;TR7RV
814;4;910;71-3573;17;16;carburetor to manifold and head);2;T140V
815;4;912;71-3577;17;16;;1;T140V
816;1;914;71-3666;9;8;;2;
817;5;915;71-3668;19;18;;1;
818;5;916;71-3671;19;18;;2;
819;6;916;71-3671;23;22;;2;
820;5;917;71-3673;19;18;;2;
821;6;917;71-3673;23;22;;2;
822;1;918;71-3676;9;8;;2;
823;5;919;71-3681;19;18;;1;
824;6;919;71-3681;23;22;;1;
825;1;920;71-3690;9;8;;4;
826;1;921;71-3695;9;8;;2;
827;1;922;71-3700;9;8;;4;
828;5;923;71-3748;19;18;;8;
829;6;923;71-3748;23;22;;8;
830;24;924;71-3749;67;66;;1;
831;15;925;71-3754;43;42;;1;
832;18;926;71-3755;49;48;left;1;
833;18;928;71-3758;49;48;right;1;
834;1;930;71-3778;9;8;;2;
835;14;932;71-3892;41;40;;1;
